Wall time,Step,Value
1580817773.13097,0,1.7825530767440796
1580817951.172102,250,0.4605711102485657
1580818133.1748447,500,0.43964624404907227
1580818317.4905026,750,0.35637566447257996
1580818494.8478503,1000,0.31729477643966675
1580818670.6966937,1250,0.19182345271110535
1580818846.090109,1500,0.20258678495883942
1580819025.2126513,1750,0.19188116490840912
1580819198.936635,2000,0.17266634106636047
1580820567.986276,4000,0.13999347388744354
1580821922.3337455,6000,0.14716766774654388
1580823288.5534253,8000,0.13198322057724
1580824749.1349754,10000,0.15601538121700287
1580836133.8228228,0,0.5768953561782837
1580838195.7484782,0,0.4893176555633545
1580838928.3577726,250,0.3186051547527313
1580839647.8268347,500,0.3289240002632141
1580840361.7899623,750,0.29442015290260315
1580841068.074843,1000,0.2075522392988205
1580841763.7299628,1250,0.1896228790283203
1580842445.13422,1500,0.19836990535259247
1580843129.9437838,1750,0.203102707862854
1580843825.4543357,2000,0.18318144977092743
1580849238.9909692,4000,0.20487985014915466
1580854683.8361895,6000,0.1426740139722824
1580860012.3048723,8000,0.15802335739135742
1580865546.1270356,10000,0.154699444770813
1580870980.7216618,12000,0.1526888608932495
1580876438.1358047,14000,0.17871370911598206
1580881892.8071582,16000,0.12688972055912018
1580887222.7534375,18000,0.14411991834640503
1580892610.2559474,20000,0.1239142045378685
1580898418.3565302,22000,0.16409362852573395
1580904034.2111795,24000,0.13432076573371887
1580909434.0336502,26000,0.12488730251789093
1580914676.7701755,28000,0.0894499272108078
1580920006.6596587,30000,0.127776101231575
1580925300.7289674,32000,0.10583539307117462
1580930635.0443428,34000,0.120672307908535
1580936087.5857844,36000,0.126148983836174
1580941434.7697718,38000,0.15038147568702698
1580946897.3766677,40000,0.17786341905593872
1580952246.5316892,42000,0.10932877659797668
1580957641.20847,44000,0.15835487842559814
1580963133.9816532,46000,0.1540544182062149
1580968546.9891734,48000,0.09872547537088394
1580973952.5803437,50000,0.15455465018749237
1580979407.3664606,52000,0.12820978462696075
1580984849.1972377,54000,0.10354986041784286
1580990421.2632375,56000,0.11898050457239151
1580996134.4612792,58000,0.08611858636140823
1581001770.0844533,60000,0.14843371510505676
1581007287.630896,62000,0.12012378871440887
1581012864.4207127,64000,0.1125999391078949
1581018540.8045447,66000,0.11588428169488907
