Wall time,Step,Value
1581271725.677972,0,3.5552074909210205
1581271911.3192568,250,0.4840194880962372
1581272096.1472294,500,0.5079761743545532
1581272278.593811,750,0.4662373960018158
1581272461.5063016,1000,0.4960117042064667
1581272643.7635918,1250,0.4823762774467468
1581272826.0542192,1500,0.5164119601249695
1581273007.5072217,1750,0.41244640946388245
1581273191.8929894,2000,0.5223012566566467
1581274634.5891018,4000,0.4886353611946106
1581276066.7297945,6000,0.5056334733963013
1581277512.3494143,8000,0.47155994176864624
1581278957.069054,10000,0.4866582453250885
1581280389.4778922,12000,0.4783329367637634
1581281830.2631066,14000,0.44948554039001465
1581283264.2802577,16000,0.5350791811943054
1581284710.134576,18000,0.49374526739120483
1581286156.6457922,20000,0.45028427243232727
1581287587.490746,22000,0.4415658116340637
1581289085.665257,24000,0.460920512676239
1581290540.8489754,26000,0.5240824222564697
1581292014.7127922,28000,0.4640257954597473
1581293462.5334516,30000,0.4147161841392517
1581294894.3401182,32000,0.4990113377571106
1581296339.0897512,34000,0.4628453850746155
1581297773.7307353,36000,0.44828537106513977
1581299216.127087,38000,0.46163371205329895
1581300657.4693902,40000,0.4730931520462036
1581302093.4343302,42000,0.4458719789981842
1581303547.0797002,44000,0.42157649993896484
1581304979.279577,46000,0.4698195159435272
1581306426.406459,48000,0.5166325569152832
1581307872.152584,50000,0.46347135305404663
1581309302.1175542,52000,0.4752577543258667
1581310742.8356338,54000,0.47707611322402954
1581312171.3028288,56000,0.44722187519073486
1581313612.1637802,58000,0.43175339698791504
1581315053.5353034,60000,0.4964034855365753
1581316482.7512424,62000,0.4531674087047577
1581317924.345411,64000,0.47290295362472534
1581319352.794834,66000,0.4559750258922577
