Wall time,Step,Value
1574602833.604038,0,0.5042190551757812
1574603048.2791293,250,0.2797350585460663
1574603239.279053,500,0.26693132519721985
1574603426.7785525,750,0.21496424078941345
1574603607.5891893,1000,0.19355368614196777
1574603786.3085036,1250,0.2184142768383026
1574603965.0085018,1500,0.2267395704984665
1574604139.9846673,1750,0.20241037011146545
1574604314.3721206,2000,0.19002437591552734
1574605663.5823002,4000,0.15639646351337433
1574606991.6444564,6000,0.1551961898803711
1574608308.1152627,8000,0.17976100742816925
1574609640.8969097,10000,0.17790727317333221
1574610946.6740916,12000,0.10690665245056152
1574612263.4088829,14000,0.12688834965229034
1574613587.577608,16000,0.1637483537197113
1574614907.108424,18000,0.12353101372718811
1574616244.3047578,20000,0.13374727964401245
1574617565.9983504,22000,0.12033440172672272
1574618889.3882942,24000,0.11710771918296814
1574620216.293556,26000,0.14911851286888123
1574621533.6599946,28000,0.09642933309078217
1574622865.5593262,30000,0.12225481122732162
1574624179.6718597,32000,0.12471576780080795
1574625501.938132,34000,0.12475641816854477
1574626829.8417838,36000,0.1489330381155014
1574628145.2161083,38000,0.1254938393831253
1574629479.2188094,40000,0.11906776577234268
1574630792.0258389,42000,0.13459737598896027
1574632110.7837257,44000,0.11655178666114807
1574633438.6110637,46000,0.17988933622837067
1574634762.2364786,48000,0.11336322873830795
1574636098.443823,50000,0.1368115246295929
1574637437.1364152,52000,0.10251031070947647
1574638765.9503992,54000,0.12496797740459442
1574640097.9735932,56000,0.09053198248147964
1574641411.4623842,58000,0.16412867605686188
1574642747.6053305,60000,0.11260675638914108
1574644069.9194365,62000,0.08539528399705887
1574645388.165712,64000,0.10131978243589401
1574646720.7104197,66000,0.11499056220054626
